UniversityName;NumStudents;WikiPageID
Kanyapur Polytechnic;400;52349112
Kao Yuan University;10375;41156495
Kapiʻolani Community College;6899;769380
Karachi Institute of Economics and Technology;5000;7285737
Karachi School of Art;350;10619638
Karadeniz Technical University;31858;1930720
Karakoram International University;7000;48837585
Karlshochschule International University;500;19469129
Karlsruhe Institute of Technology;22275;5977314
Karlsruhe University of Arts and Design;412;1062372
Karlsruhe University of Education;3742;54608430
Karm Kshetra Post Graduate College;9840;51597102
Karnatak College Dharwar;4000;22717800
Karnatak Lingayat Education Society;1;11071241
Karolinska Institute;6481;216908
Kasetsart University;86536;718920
Kaskaskia College;5193;6132909
Kastamonu University;21334;26377027
Kasturba Medical College;3226;2887410
Kathmandu University;16000;1690950
Kaunas Art School;120;64533154
Kayseri University;16000;66440737
Kazakh Ablai Khan University of International Relations and World Languages;5000;34741780
Kazan Federal University;50200;640865
Kazan National Research Technical University;12000;17113915
Kazan National Research Technological University;27000;26077804
Kazan State Medical University;4000;23445033
Kazan State Power Engineering University;12;70250659
Kazi Nazrul University;2094;36358913
Kazimierz Pułaski University of Technology and Humanities in Radom;4;19602444
Kazimierz Wielki University in Bydgoszcz;14000;14230550
Kean University;16633;295204
Keck Graduate Institute;617;652262
Keck School of Medicine of USC;1262;1797169
Keele University School of Medicine;1;3656756
Keene State College;3104;1116826
Keimyung University;33035;564378
Keio University;33437;376432
Keiser University;19510;22365914
Kelley School of Business;1740;581065
Kelley School of Business;8996;581065
Kellogg Community College;8400;2084535
Kellstadt Graduate School of Business;42;9455575
Kellstadt Graduate School of Business;837;9455575
Kellstadt Graduate School of Business;942;9455575
Kelly Walsh High School;1858;7448787
Kempten University of Applied Sciences;4644;22266151
Kendall College of Art and Design;562;903169
Kenmore State High School;1960;4760021
Kennesaw State University;41181;12120961
Kenrick–Glennon Seminary;135;14895291
Kent Business School;9289;34796944
Kent Denver School;740;8254570
Kent State University College of Podiatric Medicine;425;6042457
Kent State University at Ashtabula;1128;18053226
Kent State University at East Liverpool;462;24394865
Kent State University at Salem;957;30831422
Kent State University at Stark;2905;6526180
Kentucky Christian University;700;3866786
Kentucky Mountain Bible College;89;3198168
Kentucky State University;2220;1912348
Kentucky Wesleyan College;785;910569
Kenya Advanced Institute of Science and Technology;200;59959397
Kenya School of Law;1900;19270753
Kenya Technical Trainers College;2400;54099553
Kenyatta University;11000;2775971
Keshab Ram Borah High school;500;45702812
Kettering University;2327;218085
Keyano College;1450;7782729
Khadir Mohideen College;3000;42286284
Kharkiv National Medical University;10000;15133546
Kharkiv National University of Economics;9972;12171282
Kharkiv Petro Vasylenko National Technical University of Agriculture;5700;37695662
Kharkiv State Academy of Design and Arts;1450;66961700
Kharkiv State Academy of Physical Culture;2000;49442108
Khayyam Institute of Higher Education, Mashhad;5000;35272007
Kherson State University;5929;37695749
Khon Kaen University;34382;4243785
Khulna Agricultural University;210;60013204
Khulna Govt. Girls College;11450;56159284
Khulna Medical College;900;12002847
Khulna Polytechnic Institute;4000;50701233
Khulna University;6965;2097974
Khulna University of Engineering & Technology;5682;6536281
Khushal Khan Khattak University;7000;44307605
Khyber Medical College;1500;4919612
Kidderminster College;2858;23649657
Kiel University of Applied Sciences;8;51905198
Kielce University of Technology;10000;2300897
Kigumba Petroleum Institute;88;33776080
Kildare College;620;9572836
Kilgore College;3700;1421781
Kilgore College;5000;1421781
Kilimanjaro Christian Medical University College;1100;39973208
Kilis 7 Aralık University;11000;38649726
Kim Chaek University of Technology;10000;2905567
Kim Il-sung Higher Party School;1200;60560014
King's College, Hong Kong;800;1885466
King's College (Pennsylvania);2300;492335
King Edward VI College, Nuneaton;1400;9874633
King Fahd University of Petroleum and Minerals;10000;851794
King Faisal University;90000;1955322
King George's Medical University;2537;12637918
King Juan Carlos University;45458;4459411
King Khalid University;59495;15964422
King Michael I University of Life Sciences;6143;19286733
King Mongkut's University of Technology North Bangkok;27846;2766064
King Saud University;61412;578090
King Saud bin Abdulaziz University for Health Sciences;13066;18329247
King University;1656;1546222
L. N. Gumilyov Eurasian National University;15794;34431106
LAB University of Applied Sciences;8892;5087424
LA GRANDEE International College;800;43306915
LISAA School of Art & Design;2000;56997080
LIU Brooklyn;11200;28776938
LNCT Indore;2000;31481054
LNM Institute of Information Technology;1601;18628461
LUCA School of Arts;1000;2718960
LUT University;6331;659818
LaGrange College;930;870518
LaGuardia Community College;17569;651301
La Consolacion College Daet;2284;14759127
La Consolacion College Manila;3000;13413388
La Roche University;1465;2213649
La Rochelle University;8655;13835467
La Rábida High School;1000;53891474
La Salle Academy (Philippines);2841;6244154
La Salle College Antipolo;1872;6636936
La Salle University, Colombia;15290;6304718
La Salle University (Ozamiz);5041;6222846
La Trobe University;38639;191584
Labouré College;985;14452636
Lackawanna College;2043;4208444
Ladoke Akintola University of Technology;25000;11484846
Lady Andal;1300;8892408
Lady Shri Ram College;5000;3044366
Laguna College of Art and Design;700;6678594
Lahore College of Arts and Sciences;4000;23931576
Lahore Garrison University;12000;42801837
Lahore University of Management Sciences;5092;872306
Lake City High School (Lake City, South Carolina);932;17614277
Lake Land College;3644;1539428
Lake Orion High School;2326;3283528
Lake Region State College;2072;1272204
Lake Superior College;5800;3154894
Lake Superior State University;2637;1330190
Lake Washington Institute of Technology;6571;3540448
Lakehead University;6729;342726
Lakeland Community College;8034;11396611
Lakeland University;2511;3126600
Lakes Region Community College;1171;47230469
Lakeview College of Nursing;289;30837484
Lakeview Secondary School;1150;40074576
Lake–Sumter State College;6042;10430347
Lakshmi Narain College of Technology;10000;21042825
Lalgola College;3200;34826476
Lamar Institute of Technology;8129;1268414
Lamar State College–Orange;2318;3219826
Lamar State College–Port Arthur;2740;3219884
Lamar University;16191;624221
Lambton College;3500;1413107
Lan Yang Institute of Technology;1830;41694088
Lancaster Bible College;1979;1181317
Lancaster University;15979;316977
Lander Institute;2000;41977507
Lander University;3839;716228
Landmark University;2684;39859267
Lane College;1426;646652
Lane Community College;25793;1565524
Laney College;16543;1422949
Langara College;22000;1986735
Langston University;1873;252551
Lanier Technical College;5045;35189890
Lansing Community College;18551;652350
Lapland University of Applied Sciences;5300;41721306
Lassen Community College;581;3890645
Lassen Community College;2526;3890645
Lassonde School of Engineering;4481;39740733
Latin American Bible Institute, California;92;33755067
Latin American School of Medicine in Cuba;10000;3322846
Latvia University of Life Sciences and Technologies;4778;31133586
Lauder Business School;350;20606092
Laurea University of Applied Sciences;7800;32746500
Law Development Centre;2000;26429740
Law Society, Aligarh Muslim University;1000;62247115
Lawrence College Ghora Gali;750;4073803
Lawrence School, Lovedale;700;2328265
Lawrence Technological University;3154;717813
Lawrence University;1555;311764
Lawrence University;2013;311764
Lawrenceville School;817;25793125
Lay Centre at Foyer Unitas;24;30617835
LeMoyne–Owen College;950;646666
Le Moyne College;3409;611230
Leading University;4688;8372159
Leary School;110;12665323
Lebanese American University;8528;1275970
Lebanese University;80874;1275979
Lebanon Valley College;1915;2328233
Big Sandy Community and Technical College;4754;4610317
Bingöl University;15000;38623053
Birla Institute of Applied Sciences;570;11782621
Birralee International School Trondheim;290;4468971
Bishop Auckland College;3000;13098135
Blackstone Legal Fellowship;158;56574682
Blekinge Institute of Technology;5900;216941
Sullivan High School;518;16093097
Sullivan University;2700;1061886
Sultan Ageng Tirtayasa University;20332;32530666
Summit Christian College;40;5549596
Summit Pacific College;142;9202743
Summit Speech School;130;36492807
Summit Speech School;180;36492807
Summit Speech School;200;36492807
Sumqayit State University;8000;4790121
Sunbury Downs College;656;10888289
Sunchon National University;12071;25066669
Sundarban Hazi Desarat College;1999;34869658
Sungkyunkwan University;25951;802104
Sungshin Women's University;13000;7060253
Supaul College of Engineering;800;58491412
Supméca;600;18159708
Surana College;2500;10968748
Suranaree University of Technology;17303;19461168
Suresh Gyan Vihar University;7500;4490421
Sussex County Community College;2800;3254720
Sustainability Management School;240;38888756
Swami Ramanand Teerth Marathwada University;24247;13373866
Swami Vivekanand National Institute of Rehabilitation Training and Research;930;22352845
Swami Vivekanand Subharti University;6375;41466489
Swami Vivekananda Institute of Technology;1980;39927180
Swedish University of Agricultural Sciences;4;216906
Sweet Briar College;353;1317549
Swinburne University of Technology;23567;247041
Swinburne University of Technology Sarawak Campus;4000;5756261
Swiss School of Tourism and Hospitality;322;32251357
Syarif Hidayatullah State Islamic University Jakarta;23;4064857
Sydney Conservatorium of Music;750;222721
Sydney Law School;2310;7252327
Sydney Secondary College;2000;2043324
Syed Jamaluddin Afghan University;5000;34374263
Sylhet Agricultural University;2500;16273292
Sylhet Engineering College;800;20857526
Sylhet MAG Osmani Medical College;1400;15196313
Sylhet Polytechnic Institute;5572;32402627
Sylhet Women's Medical College;500;32817791
Synergy Institute of Engineering & Technology;2000;31726654
Synge Street CBS;363;3448843
Syracuse University;21772;29353
Syracuse University College of Engineering and Computer Science;2624;67284978
Syracuse University College of Law;44;3154365
Syracuse University College of Law;694;3154365
Sámi University of Applied Sciences;270;10355376
Sächsisches Landesgymnasium Sankt Afra zu Meißen;284;12260677
Séminaire de Sherbrooke;1200;39612699
Sōka University;7230;7196175
TAFE NSW;400000;2436584
TASIS England;646;2205230
TBS Education;2000;13908651
TBS Education;5600;13908651
TKM Institute of Management;120;25163311
TOBB University of Economics and Technology;7000;11567131
TPCIT;2500;41997078
TTC Tychy;200;17714427
TUM School of Life Sciences;4329;66183588
TUM School of Management;5806;66178247
TU Delft Faculty of Architecture;2593;22572094
TU Delft Faculty of Industrial Design Engineering;2100;41078989
TU Dresden;32389;827048
T & T High School;5000;46744091
Tabarestan University;2144;32207842
Tabon M. Estrella National High School;1644;31105757
Tabor College (Kansas);766;1794495
Tabriz University of Medical Sciences;7492;5352046
Tafila Technical University;7800;18125400
Tafresh University;2471;27091480
Taft College;5723;5314831
Tainan National University of the Arts;1779;8464689
Taipei Medical University;6112;948375
Taipei Municipal Jianguo High School;2895;20139484
Tairunnessa Memorial Medical College;700;10033492
Taiyuan Normal University;12527;919260
Taiyuan University of Technology;40311;919243
Tajik National University;23000;21209938
Clydebank College;10000;12529616
Coastal Bend College;4992;7362803
Cold Spring Harbor Laboratory School of Biological Sciences;50;2077367
Coleg Glan Hafren;12000;4524423
Coleg y Cymoedd;10000;43673172
College of Dairy Technology, Etawah;1;53515830
Economic Warfare School;70;58703660
Eelo University;6000;48548240
Egaa Gymnasium;750;47668216
Ehime University;9419;6183260
El Paso Community College;24642;10852755
George Washington University Graduate School of Education and Human Development;1479;13506134
Georgi Rakovski Military Academy;1500;4880979
Henry M. Goldman School of Dental Medicine;767;3097707
Hereford College of Education;670;27478591
Heriot-Watt University Dubai;3700;3956428
Higher Institute of Mining, Industry and Geology;356;29115176
Highland Theological College;141;7765183
Hochschule für Musik und Theater Hamburg;750;6116183
Hodeidah University;25000;23751384
Hogeschool-Universiteit Brussel;9000;11801267
Hogeschool-Universiteit Brussel;9500;11801267
Hogeschool VIVES;16000;62731044
Hojai College;4000;55066796
Hokusei Gakuen University;4337;13242910
Holy Rosary Seminary;114;37807130
Jack Baskin School of Engineering;4727;4189701
Jack Welch Management Institute;1900;35828456
Jacob Blaustein Institutes for Desert Research;230;7106265
Jawahar Bal Bhavan Thrissur;300;33421075
Jawahar Science College;1800;49597053
Jean Monnet University;20000;13469211
Jean Moulin University Lyon 3;27000;13469109
Terry College of Business;3346;5332280
The City School (Pakistan);150000;2963798
Tokyo International University;6500;2856458
Tongji Medical College;10000;3461729
Touro College of Osteopathic Medicine;1080;13760322
Transcarpathian Art Institute;568;37552143
Tunxis Community College;7000;10818023
Whitefield Christian Schools;300;44123684
Whitehouse Institute of Design;700;37524939
William Mitchell College of Law;930;2010226
Xinyang Agricultural College;10000;38364705
Yamaguchi University;10213;14834763
Yeungnam University;31218;947595
Yuet Wah College;1692;24337943
Zagreb School of Economics and Management;1000;31285966
Modern University for the Humanities;200000;9703639
Mogilev State A. Kuleshov University;5000;35151908
Mohajer Technical And Vocational College of Isfahan;8885;47679465
Walter Cronkite School of Journalism and Mass Communication;1700;8638018
Northwestern University School of Professional Studies;2442;14165509
Universitas Methodist Indonesia;1358;21786299
École nationale supérieure d'architecture de Paris-La Villette;2290;11352411
St. Mary's University School of Law;773;7542058
Renaissance School of Medicine at Stony Brook University;564;34155171
Reformed Church University;936;46261272
Reformed Episcopal Seminary;27;18386248
Regent University School of Law;287;10457082
St. Pölten University of Applied Sciences;4;20555631
University of Gabès;22500;2283724
Saint Petersburg Electrotechnical University;9000;14861017
Saint Petersburg State University of Service and Economics;38000;23741909
Saltillo Institute of Technology;3602;4032343
West Ukrainian University of Economics and Law;2000;43490261
Texas State Technical College;11919;894090
Dhaka City College;7000;23427853
Dhaka College;25000;2669680
Dhaka Commerce College;6500;20008964
Dhaka Dental College and Hospital;600;39841678
Dhaka Imperial College;3200;32520972
Dhaka International University;7396;12477639
Dhaka National Medical College;850;23242637
Dhaka Polytechnic Institute;8898;10979114
Dhaka University of Engineering & Technology, Gazipur;3056;10960289
Dhakadakshin Multilateral High School and College;1100;35601165
Dhaneswar Rath Institute of Engineering and Management Studies;13000;10814183
Dharmasoka College;5500;13610523
Dhopapara Memorial Degree College;15000;55177688
Diablo Valley College;22000;986897
Diaconia University of Applied Sciences;3004;32732431
Dickinson State University;1392;1207990
Dicle University;33000;29449745
Diego Portales University;17628;67333
Digital Media Arts College;317;5645010
Dilla University;30000;60821264
Dillard University;1301;717789
Dinabandhu Andrews College;5000;31375929
Diné College;2000;1217155
Diponegoro University;55743;5087258
Dire Dawa University;12500;36098508
Disciples Divinity House;25;29303650
Disciples Divinity House at Vanderbilt;25;29322790
Disney College Program;4000;30684151
Disney International Programs;500;2402839
Distance State University;28;46674815
District Institute of Education and Training, Hardoi;400;51012126
Diu College;600;55344032
Divine Word College of San Jose;2441;8009674
Divine Word Seminary;242;8020127
Division of Health Sciences (UQROO);1070;46378923
Dnipro Polytechnic;16000;24438846
Dnipro State Medical University;4500;35084812
Dnipropetrovsk State University of Internal Affairs;4500;46276143
Doane University;1026;5104139
Doane University;1255;5104139
Doane University;2281;5104139
Dokuz Eylül University;70282;1883223
Dominican College of Tarlac;3000;23520104
Dominican University (Illinois);3066;2209991
Dominican University New York;1724;12671621
Dominican University of California;1842;1241061
Don B. Huntley College of Agriculture;2062;19360275
Don Bosco High School, Tinsukia;1000;31948376
Don Honorio Ventura State University;23478;25118639
Donald and Barbara Zucker School of Medicine at Hofstra/Northwell;394;47473458
Donbas State Technical University;10000;22241826
Doncaster Collegiate Sixth Form;650;48167825
Dongbei University of Finance and Economics;20000;919228
Donghua University;28497;919367
Dongseo University;12000;1354424
Donnelly College;304;22496736
Doranda College;12613;53759930
Dordt University;1539;446154
Doshisha Women's College of Liberal Arts;6538;17034500
Douglas High School (Wyoming);541;34951737
Douglas S. Freeman High School;1805;2313693
Art Academy of Szczecin;400;36613691
Arturo Prat University;11985;1271735
Arunachala College Of Engineering For Women;2260;54935548
Ashkelon Academic College;3917;12390491
Ashland Theological Seminary;264;15889620
Asia e University;29000;39385555
Asian Institute of Technology;1400;548112
Asian Institute of Tourism;10;28243161
Asian Institute of Tourism;385;28243161
Asian Medical Institute, Kyrgyzstan;4000;25163557
Askham Bryan College;5000;16193957
Asnuntuck Community College;1945;4308568
Assumption Junior College;280;24074902
Augustana Divinity School (Neuendettelsau);212;15294295
Aurel Vlaicu University of Arad;7288;24886329
Australian College of the Arts;950;61094776
Autonomous University of Baja California;54000;32090575
Autonomous University of Nayarit;29000;19351194
Avignon University;7505;6881164
Azerbaijan State Agricultural University;5040;4775520
Azerbaijan State University of Culture and Arts;7258;15819831
Manila Central University;4620;12493904
Manila Tytana Colleges;5000;5838181
Manipal Academy of Higher Education;23700;3728529
Manipal Institute of Technology;2040;3131219
Manipur University;5265;1335875
Manisa Celal Bayar University;55473;17829003
Manmohan Memorial Polytechnic;576;43496104
Mannes School of Music;950;1506128
Manouba University;26138;36106897
Mansarovar Global University;4000;58866533
Mansfield University of Pennsylvania;1637;3334927
Manuel S. Enverga University Foundation;6132;20010711
Manuela Beltrán University;8000;34294748
Manukau Institute of Technology;14000;9727984
Manzar-e-Islam;1000;27955434
Mar Baselios College of Engineering and Technology;2662;4635075
Mar Gregorios College of Arts and Science, Chennai;6580;17571651
Mar Ivanios College;2666;5932264
Mar Thoma College;1800;47169342
Maranatha Bible School;80;8578890
Maranatha Living Hope Academy;200;34824795
Marathwada Mitra Mandal's College of Engineering;2000;56575846
Marche Polytechnic University;17500;4651007
Mari State University;8000;55743229
Maria College;800;773711
Marian Court College;350;21304406
Marian University (Indiana);3595;946469
Marian University (Wisconsin);2180;5733035
Marian University College of Osteopathic Medicine;162;36287931
Marianopolis College;2100;561626
Marietta College;1200;2609034
Marijampolė University of Applied Sciences;600;70133225
Marine Corps War College;30;30631636
Marine Training Centre;90;64681026
Marino Institute of Education;1300;9547449
Marion Military Institute;409;7667961
Marion Technical College;2617;25514711
Maris Stella College;1657;12726501
Maritime Christian College;25;22703712
Maritime Institute Willem Barentsz;373;62817419
Maritime Services Training Institute;5000;60332968
Mariupol State University;4200;37570286
Marlborough College;962;172020
Marmara University;50092;622980
Marquette University;11800;741372
Marquette University College of Business Administration;2260;34978753
Marquette University Graduate School;3056;39043578
Marryatville High School;1405;2310692
Mars Hill University;1395;2443963
Marselisborg Gymnasium;800;47668609
Marshall University;11926;560365
Marshalltown Community College;1726;3218587
Marthandam College of Engineering and Technology;1065;42820315
Martin Community College;799;58390260
Martin High School (Laredo, Texas);1866;11579849
Martin Luther College;860;1672864
Martin Luther University College;152;2952772
Martin Luther University of Halle-Wittenberg;19319;33565249
Marubi Academy of Film and Multimedia;0;6475136
Marwadi University;8500;54531032
Mary Baldwin University;1761;890674
Mary Immaculate College;5000;540519
Mary Matha Major Seminary;202;33714802
Bolivarian University of Venezuela;180000;5283880
Bolton High School (Louisiana);638;67439971
Bolton Sixth Form College;1700;15384383
Boort Secondary College;200;30073756
Bordeaux Segalen University;21474;7189098
Boricua College;1200;1297904
Bundelkhand Medical College;125;63357913
Bunsei University of Art;368;18237753
Business Academy Aarhus;5000;47666443
Buskerud and Vestfold University College;8000;41891448
Buxi Jagabandhu Bidyadhar College;5000;7122397
"Bydgoszcz Music Academy - ""Feliks Nowowiejski""";552;53135441
C. U. Shah University;6000;43876001
CBS International Business School;1900;26880251
CEU Cardinal Herrera University;9250;10234048
CODE University of Applied Sciences;365;55323920
Philadelphia College of Osteopathic Medicine;2855;3284808
Philadelphia University (Jordan);6000;13279226
Philander Smith College;760;3881245
Philippine Science High School Bicol Region Campus;533;3450804
Philippine Science High School Eastern Visayas Campus;352;5998570
Philippine Science High School Southern Mindanao Campus;358;3544965
Philippine Science High School Southern Mindanao Campus;361;3544965
Phillips Community College of the University of Arkansas;2350;22186964
Phoenix P-12 Community College;1604;48866575
Piedmont University;2571;2229214
Piedmont Virginia Community College;5312;22740034
Pierce College (Washington);17707;1421887
Pierpont Community and Technical College;3;23036680
Pierre Mendès-France University;17400;13389842
Pierre and Marie Curie University;32000;4732720
Pima Community College;75039;2761385
Pimpri Chinchwad College of Engineering;4000;25816567
Pine Manor College;350;1366186
Pioneer Montessori Inter College;50000;41204916
Pitkin High School;496;38895060
Pitt Community College;11771;8268819
Pittsburgh Technical College;1559;50970570
Plekhanov Russian University of Economics;14103;10244183
Plovdiv Medical University;5000;33486892
Plymouth State University;4491;1742264
Pohang University of Science and Technology;3581;1265417
Point Loma Nazarene University;3480;2380105
Point Park University;4093;586666
Point University;1582;4791698
Pokhara University;34151;2705699
Police University College (Finland);7000;26546091
Polish School of Medicine;336;53285977
Politehnica University of Bucharest;25469;1243036
Politehnica University of Timișoara;13081;14766274
Politeknik Industri Furnitur dan Pengolahan Kayu;99;58919752
Polk State College;20000;2058189
Poltava State Medical and Dental University;3627;46552382
PolyU School of Hotel and Tourism Management;1400;38703170
Polytech Group (France);17500;21670933
Polytech Nice Sophia;989;37477280
Polytechnic Institute of Bordeaux;3400;70544125
Polytechnic Institute of Clermont-Auvergne;2600;70544320
Polytechnic Institute of Leiria;13500;6959755
Polytechnic Institute of Paris;8500;65778196
Polytechnic Institute of Porto;15000;2082349
Polytechnic Institute of Viseu;4944;6816804
Polytechnic José Antonio Echeverría;7500;6437714
Polytechnic University of Milan;42496;1516786
Polytechnic University of Tirana;10000;4027838
Polytechnic University of Turin;34721;911906
Polytechnic University of the Philippines;71963;19391805
Polytechnic University of the Philippines Parañaque;68896;34746970
Polytechnic University of the Philippines Santo Tomas;3000;23830632
Polytechnic University of the Philippines Taguig;68896;9537867
Pompeu Fabra University;2613;63872
Pompeu Fabra University;9945;63872
Ponce Health Sciences University;1000;1075105
Ponce High School;1650;26087751
Pondicherry University;40804;8283182
Pontevedra Campus;4049;67160016
Pontifical Bolivarian University;26000;2591799
Pontifical Catholic University of Argentina;18000;6782568
Pontifical Catholic University of Chile;33769;707101
Pontifical Catholic University of Goiás;25000;24336771
Pontifical Catholic University of Minas Gerais;63528;9754802
Pontifical Catholic University of Paraná;31000;26789220
Pontifical Catholic University of Peru;29044;1940443
Pontifical Catholic University of Puerto Rico;12000;4999269
Pontifical Catholic University of Puerto Rico School of Architecture;300;26441424
Pontifical Catholic University of Puerto Rico at Mayagüez;1600;30995050
Pontifical Catholic University of Rio de Janeiro;21240;3767306
Pontifical Catholic University of Valparaíso;17801;1215711
Pontifical College Josephinum;49;1963550
Pontifical Gregorian University;2754;217853
Pontificia Universidad Católica Madre y Maestra;16000;5254225
Poonch Medical College;583;44881908
Popakademie Baden-Württemberg;338;45524218
Pope John Paul II College of Education;920;29662803
Port City International University;6000;47158415
Portland Bible College;220;20069599
Portland Community College;50000;423289
Portland Fashion Institute;865;69940834
Portland School, Worksop;1597;29424936
Portland State University;26012;225577
Post Graduate Programme for Executives for Visionary Leadership in Manufacturing (PGPEX-VLM);40;20325488
Postgraduate Institute of Medical Education and Research;712;12639610
Sofia University;18911;3516963
Sogang University;15111;2753587
Sohar University;6158;23667333
Soka University of America;442;7195931
SolBridge International School of Business;1600;15213931
Solano Community College;10814;2585862
Sonoma State University;7807;698180
Sonora Institute of Technology;16327;2493096
Sookmyung Women's University;10492;2819174
Soongsil University;16406;19330735
Soore University;4000;55302431
Sophia University;13435;1258888
Sorbonne Nouvelle University Paris 3;19360;8891695
Sorbonne University;55600;167872
Sorbonne University Abu Dhabi;1000;20627244
Sorbonne University Association;57800;36646653
Soroti University School of Medicine and Health Sciences;70;49379357
Souphanouvong University;4000;32795985
South-Eastern Finland University of Applied Sciences;10872;56081795
"South-West University ""Neofit Rilski""";12579;4411281
South Asian University;600;26819553
South Carolina State University;1905;574357
South Central University for Nationalities;32000;31271367
South China Agricultural University;42982;13735979
South College;4100;31964558
South Dakota School of Mines and Technology;2477;1196369
South Dakota State University;11465;78138
South Devon UTC;206;49221160
South East European University;1849;660841
South Eastern Regional College;32091;15071395
South Essex College;11100;23295573
South Florida Bible College & Theological Seminary;743;56920850
South Georgia State College;2346;1604377
South Georgia Technical College;3100;19434855
South Gloucestershire and Stroud College;15521;1904276
South Indian Education Society;18000;34784424
South Lanarkshire College;5000;40390884
South Leicestershire College;9495;18631009
South Mountain Community College;8000;15617991
South Orange County Community College District;35553;1870472
South Ossetian State University;3000;62768828
South Puget Sound Community College;4665;6906505
South Russian State Polytechnic University;12000;66890120
South Seattle College;6849;570421
South Suburban College;4180;7858685
South West College;14000;21988337
South Westphalia University of Applied Sciences;14;53346452
South Wiltshire UTC;120;49210267
Southeast Missouri State University;10603;638710
Southeast University (Bangladesh);12000;8887350
Southeastern College;1000;65259427
Southeastern Community College (Iowa);3601;18128220
Southeastern Free Will Baptist College;55;20884681
Southeastern Louisiana University;14298;523233
Southeastern Oklahoma State University;4824;2732495
Southeastern University (Florida);7000;2641951
Southern Adventist University;2903;854624
Southern Alamance High School;19;48775948
Southern Alamance High School;1427;48775948
Southern Alberta Institute of Technology;14364;680096
Southern Arkansas University;4347;2447346
Southern California Institute of Architecture;500;961182
Southern Cayuga High School;287;2969408
Southern College of Optometry;538;684783
Southern Federal University;44889;9162116
Southern Illinois University Carbondale;11366;476592
Southern Illinois University Edwardsville;12860;1296477
Southern Illinois University School of Medicine;285;5779099
Southern Indiana Career & Technical Center;788;19156490
Southern Institute of Technology;13758;2060320
Southern Maine Community College;7006;10722038
Southern Nazarene University;2110;2047275
Southern New Hampshire University;3913;4590600
Southern New Hampshire University;135000;4590600
Southern New Hampshire University;138913;4590600
Southern Oregon University;6114;574718
Southern Polytechnic State University;6238;272064
Southern State Community College;2722;27289257
Southern Union State Community College;4080;5052717
Southern University;7091;989267
Southern University Law Center;170;8499428
Southern University Law Center;452;8499428
Southern University System;15000;2581868
Southern University at New Orleans;2715;3519140
Southern University at Shreveport;3014;5231829
Southern University of Science and Technology;6417;31839769
Southern Utah University;12582;929736
Southern Virginia University;1106;1283833
Southern Wesleyan University;1616;4451058
Southwest Baptist University;3280;848023
Southwest College of Naturopathic Medicine;400;30986272
Southwest Minnesota State University;8718;624203
Southwest Minzu University;29000;2049751
Southwest Petroleum University;32498;7832792
Southwest Tennessee Community College;6391;684752
Southwestern Assemblies of God University;2012;1017135
Southwestern Christian University;850;3396787
Southwestern Community College (North Carolina);8911;3754064
Southwestern Illinois College;16245;3774771
Southwestern Michigan College;1800;19347502
Southwestern University (Philippines);9587;18824838
Southwestern University of Finance and Economics;24000;3874309
Sowela Technical Community College;4000;21383650
Spalding University;2322;2307824
Spanish River Community High School;2449;3485711
Spartanburg Community College;6097;7791616
Spartanburg Methodist College;1025;7560599
Spelman College;2420;364014
Spokane Community College;9212;15714344
Spokane Falls Community College;8597;9543406
Spring Hill College;1439;744258
Sprott Shaw College;3500;8818164
Sree Chitra Tirunal Institute for Medical Sciences and Technology, Trivandrum;359;5614178
Sree Kerala Varma College;2570;5945808
Sree Narayana Polytechnic College;750;32895941
Sri Devaraj Urs Academy of Higher Education and Research;1000;3519654
Sri Jayadev College of Pharmaceutical Sciences;400;35504851
Sri Lanka Institute of Advanced Technological Education;24697;34155354
Sri Lanka Institute of Information Technology;11300;1249749
Sri Lanka Law College;1500;12260004
Sri Lohit High School;500;20340411
Sri Muthukumaran Institute of Technology;1000;31532406
Sri Palee College;5000;13260122
Sri Sairam College of Engineering;1800;45572845
Sri Sairam Institute of Technology;2000;42894779
Sri Sivasubramaniya Nadar College of Engineering;5000;3080123
Sri Venkateswara College;3800;2966893
Sri Venkateswara College of Engineering;3500;698198
Srinakharinwirot University;25000;3022881
Srishti Institute of Art Design and Technology;1000;8514923
St. Aloysius College, Thrissur;2000;26004165
St. Ambrose University;3607;9130903
St. Andrew's College of Arts, Science and Commerce;4000;24935216
St. Andrews University (North Carolina);911;3958885
St. Angela's College, Sligo;1400;6600114
St. Anthony's Senior Secondary school, New Delhi;2000;43271243
St. Augustine's College (Cape Coast);2000;8083805
St. Augustine's University (North Carolina);974;3698454
St. Augustine College (Illinois);737;12655165
St. Berchmans College;3008;2495815
St. Bernard's School;372;46326192
St. Bernard's School of Theology and Ministry;110;12180846
St. Catherine University;4724;910779
St. Charles Community College;6438;6532069
St. Clair College;6933;809213
St. Clement of Ohrid University of Bitola;4139;5509583
St. Cloud State University;16326;624192
St. Columba's School, Delhi;3500;2987861
St. Dominic College of Asia;3000;31691027
St. Edward's High School;478;22752167
St. Edward's University;4300;332070
St. Francis College;2489;2663287
St. Francis High School (Sacramento, California);1050;10604950
St. Francis Institute of Technology;1476;27352025
St. Francis Xavier Seminary;100;22470044
St. Francis Xavier University;3895;593431
St. George's College, Quilmes;844;27244177
St. George's Higher Secondary School;2500;44074447
St. George's University School of Medicine;5560;47609442
St. Germain High School;2000;5072134
St. Gregory's University;692;3747748
St. Jerome's University;184;535234
St. Jerome's University;1019;535234
St. John's College, Belize;2267;8299354
